"id"	"linked__id"	"status"	"name"	"synonyms"	"usage"	"symbols_drugTarget"	"id@ncit"	"def@ncit"	"codes_atc"
"DRUG-000054"		"curated"	"Dolasetron"	"Anzemet#dolasetron mesylate"	"clinical"		"C61735"	"An indole derivative and a potent serotonin 5-HT3 receptor antagonist with anti-emetic property. Dolasetron blocks the activity of serotonin released from the enterochromaffin cells of the small intestine by selectively inhibiting and inactivating 5-HT3 receptors located on the nerve terminals of the vagus nerve in the periphery and centrally in the chemoreceptor trigger zone of the area postrema. This results in suppression of signalling to trigger chemo- and radiotherapy induced nausea and vomiting."	"A04AA04"
"DRUG-000055"		"curated"	"Domperidone"	"KW 5338#Motilium"	"clinical"		"C454"	"A peripheral-specific antagonist of the dopamine receptor D2 (D2R), with antiemetic, gastrokinetic and galactagogue activities. Following administration, domperidone binds to D2R expressed by peripheral neurons; this inhibits dopamine binding and D2R-mediated signaling. Inhibition of peripheral D2R signaling prevents or relieves various gastrointestinal (GI) symptoms, such as nausea and vomiting, and may help relief reflux and symptoms of a variety of other upper GI disorders."	"A03FA03"
"DRUG-001135"		"curated"	"Duligotuzumab"	"Duligotumab#MEHD 7945A#MEHD-7945A#MEHD7945A#RG 7597"	"clinical"	"EGFR#ERBB3"	"C116628"	"An immunoglobulin (Ig) G1 monoclonal antibody directed against both human epidermal growth factor receptor 3 (HER3 or ERBB3) and human epidermal growth factor receptor (EGFR), with potential antineoplastic activity. Duligotuzumab binds to both EGFR and HER3 and inhibits their activation. This may prevent EGFR/HER3-mediated signaling and inhibit EGFR/HER3-dependent tumor cell proliferation. In addition, MEHD7945A induces antibody-dependent cell-mediated cytotoxicity (ADCC) against EGR/HER3-expressing tumor cells. EGFR and HER3, members of the epidermal growth factor receptor (EGFR) family of receptor tyrosine kinases, are frequently overexpressed in tumors; their expression is associated with both poor prognosis and drug resistance."	
"DRUG-004405"		"curated"	"Domvanalimab"	"AB 154#AB-154#AB154#Anti-TIGIT Monoclonal Antibody AB154"	"clinical"	"TIGIT"	"C162875"	"A humanized immunoglobulin G1 (IgG1) monoclonal antibody targeting the co-inhibitory molecule and immune checkpoint inhibitor T-cell immunoreceptor with immunoglobulin (Ig) and immunoreceptor tyrosine-based inhibitory motif (ITIM) domains (TIGIT), with potential immune checkpoint inhibitory activity. Upon administration, domvanalimab targets and binds to TIGIT expressed on various immune cells, particularly on tumor-infiltrating T-lymphocytes (TILs), thereby preventing the interaction of TIGIT with its ligands CD112 (nectin-2; poliovirus receptor related-2; PRR2; PVRL2) and CD155 (poliovirus receptor; PVR; nectin-like protein 5; NECL-5). This enhances the interaction of CD112 and CD155 with the costimulatory receptor CD226 (DNAX Accessory molecule-1; DNAM-1), which is expressed on immune cells, such as natural killer (NK) cells and CD8+ T-cells. This leads to CD226 dimerization and CD226-mediated signaling and activates the immune system to exert a T-cell-mediated immune response against cancer cells. TIGIT, a member of the Ig super family (IgSF) and an immune inhibitory receptor, plays a key role in the suppression of T-cell proliferation and activation; it is involved in tumor cell immune evasion, and the inhibition of antiviral immune responses."	
"DRUG-000314"		"curated"	"Dovitinib"	"CHIR-258#Dovitinib Lactate#RTK Inhibitor TKI258#TKI258"	"clinical"	"KIT#CSF1R#FGFR1#FGFR3"	"C76199"	"A benzimidazole-quinolinone compound and receptor tyrosine kinase (RTK) inhibitor with potential antineoplastic activity. Dovitinib binds to and inhibits the phosphorylation of type III-V RTKs, such as vascular endothelial growth factor receptor (VEGFR) and platelet-derived growth factor receptor (PDGFR) that promote tumor cell proliferation and survival in certain cancer cells. In addition, this agent also inhibits other members of the RTK superfamily, including fibroblast growth factor receptor 1 and 3, FMS-like tyrosine kinase 3, stem cell factor receptor (c-KIT), and colony stimulating factor receptor 1. This may further lead to a reduction of cellular proliferation and angiogenesis, and an induction of tumor cell apoptosis."	
"DRUG-000207"		"curated"	"Doxifluridine"	"5-DFUR"	"clinical"		"C978"	"A fluoropyrimidine derivative and oral prodrug of the antineoplastic agent 5-fluorouracil (5-FU) with antitumor activity. Doxifluridine, designed to circumvent the rapid degradation of 5-FU by dihydropyrimidine dehydrogenase in the gut wall, is converted into 5-FU in the presence of pyrimidine nucleoside phosphorylase. 5-FU interferes with DNA synthesis and subsequent cell division by reducing normal thymidine production and interferes with RNA transcription by competing with uridine triphosphate for incorporation into the RNA strand."	
"DRUG-000315"		"curated"	"Doxorubicin"	"14-Hydroxydaunomycin#14-Hydroxydaunorubicin Hydrochloride#3-Hydroxyacetyldaunorubicin Hydrochloride#ADM#Adriablastin#Adriacin#Adriamycin#Adriamycin hydrochloride#Adriamycin PFS#Adriamycin RDF#Adriamycine#Adriblastina#Adriblastine#Adrimedac#Chloridrato de Doxorrubicina#DOX#DOXO-CELL#Doxolem#Doxorubicin HCl#doxorubicin hydrochloride#Doxorubicin.HCl#Doxorubin#Farmiblastina#FI 106#FI-106#Hydroxydaunomycin#hydroxydaunorubicin#Hydroxyl Daunorubicin#Hydroxyldaunorubicin#Rubex"	"clinical"		"C456"	"An anthracycline antibiotic with antineoplastic activity. Doxorubicin, isolated from the bacterium Streptomyces peucetius var. caesius, is the hydroxylated congener of daunorubicin. Doxorubicin intercalates between base pairs in the DNA helix, thereby preventing DNA replication and ultimately inhibiting protein synthesis. Additionally, doxorubicin inhibits topoisomerase II which results in an increased and stabilized cleavable enzyme-DNA linked complex during DNA replication and subsequently prevents the ligation of the nucleotide strand after double-strand breakage. Doxorubicin also forms oxygen free radicals resulting in cytotoxicity secondary to lipid peroxidation of cell membrane lipids; the formation of oxygen free radicals also contributes to the toxicity of the anthracycline antibiotics, namely the cardiac and cutaneous vascular effects."	"L01DB01"
"DRUG-007820"		"curated"	"Dresbuxelimab"	"AK 119#AK-119#AK119#Anti-CD73 Monoclonal Antibody AK119"	"clinical"	"NT5E"	"C179625"	"A humanized monoclonal antibody targeting the ectoenzyme 5'-ecto-nucleotidase (cluster of differentiation 73; CD73; 5'-NT; ecto-5'-nucleotidase; NT5E), with potential immunomodulating, anti-viral and antineoplastic activities. Upon administration,dresbuxelimab targets and binds to CD73 on tumor cells, thereby inhibiting the activity of CD73. This prevents CD73-mediated conversion of extracellular adenosine monophosphate (AMP) to adenosine and the adenosine-mediated suppression of lymphocyte activity and trafficking. This increases the activity of cytotoxic T-lymphocytes (CTLs), activates macrophages and reduces the activity of both myeloid-derived suppressor cells (MDSCs) and regulatory T-lymphocytes (Tregs). By abrogating the inhibitory effect on the immune system and enhancing the CTL-mediated immune response against cancer cells, tumor cell growth is decreased. In addition, dresbuxelimab may stimulate the production of anti-SARS-CoV-2 antibodies from B-cells which may lead to the rapid clearance of the virus. Also, by inhibiting CD73, extracellular ATP levels are increased, which induces the production of interferon-beta, and may enhance the cellular resistance to viral infection and may trigger apoptosis of virus-infected cells. CD73, a plasma membrane protein belonging to the 5'-nucleotidase (NTase) family, is upregulated on a number of cancer cell types and catalyzes the conversion of extracellular nucleotides, such as AMP, to membrane-permeable nucleosides, such as adenosine; it plays a key role in adenosine-mediated immunosuppression within the tumor microenvironment (TME)."	
"DRUG-000056"		"curated"	"Dronabinol"	"Abbott 40566#Delta 9-Tetrahydrocannabinol#Delta-9-Tetrahydrocannabinol#Delta-9-THC#Delta9-THC#Marinol#SP 104#SP-104#SYNDROS#Tetrahydrocannabinol#THC"	"clinical"		"C867"	"An isomer of tetrahydrocannabinol (THC) that is the main and most active isomer found in the Cannabis sativa L. plant, with potential anti-emetic, analgesic and appetite stimulating activities. Upon administration, dronabinol, also called delta-9-THC, targets and binds to cannabinoid receptors (CBRs) located in the central nervous system (CNS). Dronabinol acts directly on the appetite and vomiting control centers in the brain to stimulate appetite and prevent emesis. In addition, this agent induces analgesia. Urine levels may be used as a marker to determine the exposure to certain preparations containing parts of the cannabis plant, such as marijuana."	"A04AD10"
"DRUG-001897"		"curated"	"Dubermatinib"	"TP 0903#TP-0903#TP0903"	"clinical"	"AXL"	"C127116"	"An orally available and selective inhibitor of the receptor tyrosine kinase AXL (UFO), with potential antineoplastic activity. Upon administration, dubermatinib targets and binds to AXL and prevents its activity. This blocks AXL-mediated signal transduction pathways and inhibits the epithelial-mesenchymal transition (EMT), which, in turn, inhibits tumor cell proliferation and migration. In addition, TP-0903 enhances chemo-sensitivity to certain other chemotherapeutic agents. AXL, a member of the Tyro3, AXL and Mer (TAM) family of receptor tyrosine kinases and overexpressed by many tumor cell types, plays a key role in tumor cell proliferation, survival, invasion and metastasis; its expression is associated with drug resistance and poor prognosis."	
"DRUG-000316"		"curated"	"Durvalumab"	"Imfinzi#MEDI-4736#MEDI4736"	"clinical"	"CD274"	"C103194"	"A monoclonal antibody directed against B7H1 (B7 homolog 1; programmed cell death ligand 1) with potential immunostimulating activity. Upon intravenous administration, durvalumab binds to the cell surface antigen B7H1, thereby blocking B7H1 signaling. This may activate the immune system to exert a cytotoxic T-lymphocyte (CTL) response against B7H1-expressing tumor cells. B7H1, a member of the B7 protein superfamily and a negative regulator of cytokine synthesis, is overexpressed on certain tumor cell types."	"L01FF03"
"DRUG-000057"		"curated"	"Dutasteride"	"Avodart#GG 745#GG745"	"clinical"		"C47503"	"A synthetic 4-azasteroid compound. Dutasteride competitively and specifically binds to isoenzymes 1 and 2 of 5 alpha-reductase, forming stable enzyme complexes and inhibiting the conversion of testosterone to 5 alpha-dihydrotestosterone (DHT); the reduction in DHT activity may mitigate or prevent enlargement of the prostate gland. The type 2 5 alpha-reductase isoenzyme is primarily active in the reproductive tissues, while the type 1 isoenzyme is also active in skin and the liver."	
"DRUG-000317"		"curated"	"Duvelisib"	"Copiktra#INK-1197#IPI-145"	"clinical"	"PIK3CD#PIK3CG"	"C99225"	"An orally bioavailable, highly selective and potent small molecule inhibitor of the delta and gamma isoforms of phosphoinositide-3 kinase (PI3K) with potential immunomodulating and antineoplastic activities. Upon administration, duvelisib prevents the activation of the PI3K delta/gamma-mediated signaling pathways which may lead to a reduction in cellular proliferation in PI3K delta/gamma-expressing tumor cells. Unlike other isoforms of PI3K, the delta and gamma isoforms are overexpressed primarily in hematologic malignancies and inflammatory and autoimmune diseases. By selectively targeting these PI3K isoforms, PI3K signaling in normal, non-neoplastic cells is minimally or not affected which would result in a more favorable side effect profile."	"L01EM04"
"DRUG-007399"		"curated"	"ERAS-601"	"ERAS 601#ERAS-601#ERAS601"	"clinical"	"PTPN11"	"C176881"	"An orally bioavailable inhibitor of protein tyrosine phosphatase (PTP) non-receptor type 11 (SHP2; Src homology region 2 domain phosphatase; PTPN11), with potential antineoplastic activity. Upon oral administration, SHP2 inhibitor ERAS-601 targets, binds to and inhibits the activity of SHP2. This prevents SHP2-mediated signaling, inhibits MAPK signaling and prevents growth of SHP2-expressing tumor cells. SHP2, an oncoprotein overexpressed in a variety of cancer cell types, regulates cell survival, differentiation and proliferation through activation of the Ras-Raf-MEK-ERK signaling pathway. The Ras-MAPK pathway is often hyperactivated in cancer cells due to specific mutations and rearrangements which are dependent on SHP2 for their oncogenic signaling. SHP2 also regulates programmed cell death 1 (PD-1)-mediated signal transduction and is involved in immune checkpoint modulation."	
"DRUG-003881"		"curated"	"ERK 1/2 Inhibitor ASTX029"	"ASTX 029#ASTX-029#ASTX029#ERK Inhibitor ASTX029#Extracellular Signal-regulated Kinase 1/2 Inhibitor ASTX029#Extracellular Signal-regulated Kinase Inhibitor ASTX029"	"clinical"	"MAPK3#MAPK1"	"C155785"	"An orally bioavailable inhibitor of the extracellular signal-regulated kinases (ERK) 1 and 2, with potential antineoplastic activity. Upon administration, ASTX029 specifically binds to and inhibits both ERK 1 and 2, thereby preventing the activation of mitogen-activated protein kinase (MAPK)/ERK-mediated signal transduction pathways. This results in the inhibition of ERK-dependent tumor cell proliferation and survival. The MAPK/ERK pathway is often upregulated in a variety of tumor cell types and plays a key role in the proliferation, differentiation and survival of tumor cells."	
"DRUG-002819"		"curated"	"ERK1/2 Inhibitor ERAS-007"	"ASN 007#ASN-007#ASN007#ERAS 007#ERAS-007#ERAS007#ERK Inhibitor ASN007#ERK Inhibitor ERAS-007#ERK1/2 Inhibitor ASN007"	"clinical"	"MAPK3#MAPK1"	"C150248"	"An orally bioavailable inhibitor of the extracellular signal-regulated kinases 1 (ERK1) and 2 (ERK2), with potential antineoplastic activity. Upon oral administration, ERAS-007 specifically binds to and inhibits the serine/threonine-protein kinase activities of both ERK1 and ERK2, thereby preventing the phosphorylation of ERK1/2 substrates and the activation of mitogen-activated protein kinase (MAPK)/ERK-mediated signal transduction pathways. This results in the inhibition of ERK-dependent proliferation and survival of tumor cells. The MAPK/ERK pathway, also known as the RAS/RAF/MEK/ERK pathway, is hyperactivated in a variety of tumor cell types due to mutations in upstream targets. It plays a key role in the proliferation, differentiation and survival of tumor cells."	
"DRUG-006318"		"curated"	"ERK1/2 Inhibitor HH2710"	"ERK Inhibitor HH2710#Extracellular Signal-regulated Kinase 1/2 Inhibitor HH2710#HH 2710#HH-2710#HH2710"	"clinical"	"MAPK3#MAPK1"	"C172805"	"An orally bioavailable inhibitor of the extracellular signal-regulated kinases 1 (ERK1) and 2 (ERK2), with potential antineoplastic activity. Upon oral administration, ERK1/2 inhibitor HH2710 specifically targets, binds to and inhibits the activity of the serine/threonine-protein kinases ERK1 and ERK2, thereby preventing the phosphorylation of ERK1/2 substrates and the activation of mitogen-activated protein kinase (MAPK)/ERK-mediated signal transduction pathways. This results in the inhibition of ERK-dependent proliferation and survival of tumor cells. The MAPK/ERK pathway, also known as the RAS/RAF/MEK/ERK pathway, is hyperactivated in a variety of tumor cell types due to mutations in upstream targets. It plays a key role in the proliferation, differentiation and survival of tumor cells."	
