"id"	"newId"	"status"	"name"	"synonyms"	"id@ncit"	"def@ncit"
"DRUG-000947"		"ok"	"Cerdulatinib"	"PRT-062070#PRT062070#Syk-JAK Inhibitor PRT062070#Syk/JAK Inhibitor PRT062070"	"C113173"	"An orally bioavailable dual inhibitor of spleen tyrosine kinase (Syk) and Janus-associated kinases (JAK), with potential anti-inflammatory and antineoplastic activity. Upon oral administration, cerdulatinib specifically binds to and inhibits the activity of Syk, JAK1, and JAK3 with preferential inhibition of JAK1 and JAK3-dependent cytokine-mediated signaling and functional responses. This negatively affects the downstream JAK-STAT (signal transducer and activator of transcription) pathway, and leads to both reduced inflammation in various animal models and enhanced antiproliferative activity towards non-Hodgkin's lymphoma (NHL) cell lines. Syk is a non-receptor cytoplasmic tyrosine kinase involved in signal transduction in cells of hematopoietic origin including B cells, macrophages, basophils and neutrophils. Abnormal function of Syk has been implicated in several hematopoietic malignancies including NHL and chronic lymphocytic leukemia (CLL). The JAK-STAT pathway plays a key role in the signaling of many cytokines and growth factors and is involved in cellular proliferation, growth, hematopoiesis, and the immune response; JAK kinases may be upregulated in inflammatory diseases, myeloproliferative disorders, and various malignancies."
"DRUG-000290"		"ok"	"Ceritinib"	"LDK 378#LDK378#Zykadia"	"C115112"	"An orally available inhibitor of the receptor tyrosine kinase activity of anaplastic lymphoma kinase (ALK) with antineoplastic activity. Upon administration, ceritinib binds to and inhibits wild-type ALK kinase, ALK fusion proteins and ALK point mutation variants. Inhibition of ALK leads to both the disruption of ALK-mediated signaling and the inhibition of cell growth in ALK-overexpressing tumor cells. ALK belongs to the insulin receptor superfamily and plays an important role in nervous system development. ALK dysregulation and gene rearrangements are associated with a variety of tumor cell types."
"DRUG-000031"		"ok"	"Cetirizine"	"Cetirizine Hydrochloride#Zyrtec"	"C1042"	"Cetirizine is a metabolite of hydroxyzine and a selective peripheral histamine H1-receptor antagonist. It is used for symptomatic treatment of seasonal and perennial allergic rhinitis and for chronic urticaria. (NCI)"
"DRUG-002001"		"ok"	"Cetrelimab"	"JNJ-63723283#JNJ 63723283#JNJ63723283#WHO 10757"	"C129448"	"A monoclonal antibody directed against the negative immunoregulatory human cell surface receptor programmed cell death 1 protein (PD-1, PCDC-1), with potential immune checkpoint inhibitory and antineoplastic activity. Upon administration, cetrelimab binds to PD-1, and inhibits the interaction with its ligands, programmed cell death 1 ligand 1 (PD-L1, PD-1L1) and PD-1 ligand 2 (PD-L2, PD-1L2). The inhibition of ligand binding prevents PD-1-mediated signaling and results in both T-cell activation and the induction of T-cell-mediated immune responses against tumor cells. PD-1, an immunoglobulin (Ig) superfamily transmembrane protein and inhibitory receptor, negatively regulates T-cell activation."
"DRUG-000291"		"ok"	"Cetuximab"	"Cetuximab Biosimilar CDP-1#Cetuximab Biosimilar CMAB009#Cetuximab Biosimilar KL 140#Chimeric Anti-EGFR Monoclonal Antibody#Chimeric MoAb C225#Chimeric Monoclonal Antibody C225#Erbitux#IMC-C225"	"C1723"	"A recombinant, chimeric monoclonal antibody directed against the epidermal growth factor (EGFR) with antineoplastic activity. Cetuximab binds to the extracellular domain of the EGFR, thereby preventing the activation and subsequent dimerization of the receptor; the decrease in receptor activation and dimerization may result in an inhibition in signal transduction and anti-proliferative effects. This agent may inhibit EGFR-dependent primary tumor growth and metastasis. EGFR is overexpressed on the cell surfaces of various solid tumors."
"DRUG-000292"		"ok"	"Chlorambucil"	"Alti-chlorambucil#Ambochlorin#Amboclorin#aminochlorambucil#CB-1348#CB 1348#CHL#Chlorambucilum#Chloraminophen#Chloraminophene#Chlorbutin#Chlorbutine#chlorbutinum#chloroambucil#Chlorobutin#Chlorobutine#Ecloril#Elcoril#Leukeran#Leukersan#Leukoran#Linfolizin#Linfolysin#Lympholysin#phenylbutyric acid nitrogen mustard#WR-139013"	"C362"	"An orally-active antineoplastic aromatic nitrogen mustard. Chlorambucil alkylates and cross-links DNA during all phases of the cell cycle, resulting in disruption of DNA function, cell cycle arrest, and apoptosis.  (NCI04)"
"DRUG-010337"		"ok"	"Chloroquine"	"Aralen Phosphate#Avloclor#Chloroquine Diphosphate#Chloroquine Hydrochloride#Chloroquine Phosphate#Chloroquine Sulfate#Cisplaquin#Lariago#Melubrin#Nivaquine#Tanakan"	"C61671"	"A 4-aminoquinoline with antimalarial, anti-inflammatory, and potential chemosensitization and radiosensitization activities. Although the mechanism is not well understood, chloroquine is shown to inhibit the parasitic enzyme heme polymerase that converts the toxic heme into non-toxic hemazoin, thereby resulting in the accumulation of toxic heme within the parasite. This agent may also interfere with the biosynthesis of nucleic acids. Chloroquine's potential chemosensitizing and radiosensitizing activities in cancer may be related to its inhibition of autophagy, a cellular mechanism involving lysosomal degradation that minimizes the production of reactive oxygen species (ROS) related to tumor reoxygenation and tumor exposure to chemotherapeutic agents and radiation."
"DRUG-000032"		"ok"	"Cilostazol"	"Pletal"	"C1051"	"A quinolinone derivative and cellular phosphodiesterase inhibitor, more specific for phosphodiesterase III (PDE III). Although the exact mechanism of action of is unknown, cilostazol and its metabolites appears to inhibit PDE III activity, thereby suppressing cyclic adenosine monophosphate (cAMP) degradation. This results in an increase in cAMP in platelets and blood vessels, leading to inhibition of platelet aggregation and vasodilation."
"DRUG-000033"		"ok"	"Cimetidine"	"Cimetidine Hydrochloride#Tagamet"	"C374"	"A histamine H(2)-receptor antagonist.  Enhancing anti-tumor cell-mediated responses, cimetidine blocks histamine's ability to stimulate suppressor T lymphocyte activity and to inhibit natural killer (NK) cell activity and interleukin-2 production.  Cimetidine also may inhibit tumor growth by suppressing histamine's growth-factor activity and blocking histamine-induced stimulation of vascular endothelial growth factor (VEGF), a pro-angiogenic growth factor. (NCI04)"
"DRUG-000034"		"ok"	"Ciprofloxacin"	"Ciloxan#Cipro#Ciprofloxacin Hydrochloride"	"C375"	"A synthetic broad spectrum fluoroquinolone antibiotic. Ciprofloxacin binds to and inhibits bacterial DNA gyrase, an enzyme essential for DNA replication.  This agent is more active against Gram-negative bacteria than Gram-positive bacteria. (NCI04)"
"DRUG-000293"		"ok"	"Cisplatin"	"Abiplatin#Blastolem#Briplatin#CDDP#Cis-diammine-dichloroplatinum#Cis-diamminedichloridoplatinum#Cis-diamminedichloroplatinum#Cis-platinous Diamine Dichloride#Cis-platinum#Cis-platinum II#Cis-platinum II Diamine Dichloride#Cismaplat#Cisplatina#Cisplatinum#Cisplatyl#Citoplatino#Citosin#Cysplatyna#DDP#Lederplatin#Metaplatin#Neoplatin#Placis#Plastistil#Platamine#Platiblastin#Platiblastin-S#Platinex#Platinol#Platinol- AQ#Platinol-AQ#Platinol-AQ VHA Plus#Platinoxan#Platinum#Platinum Diamminodichloride#Platiran#Platistin#Platosin"	"C376"	"An alkylating-like inorganic platinum agent (cis-diamminedichloroplatinum) with antineoplastic activity. Cisplatin forms highly reactive, charged, platinum complexes which bind to nucleophilic groups such as GC-rich sites in DNA inducing intrastrand and interstrand DNA cross-links, as well as DNA-protein cross-links. These cross-links result in apoptosis and cell growth inhibition."
"DRUG-000205"		"ok"	"Cixutumumab"	"Anti-IGF-1R Recombinant Monoclonal Antibody IMC-A12#IMC-A12"	"C79828"	"A fully human IgG1 monoclonal antibody directed against the human insulin-like growth factor-1 receptor (IGF-1R) with potential antineoplastic activity. Cixutumumab selectively binds to membrane-bound IGF-1R, thereby preventing the binding of the natural ligand IGF-1 and the subsequent activation of PI3K/AKT signaling pathway. Downregulation of the PI3K/AKT survival pathway may result in the induction of cancer cell apoptosis and may decrease cancer cellular proliferation. IGF-1R, a receptor tyrosine kinase of the insulin receptor superfamily overexpressed by many cancer cell types, stimulates cell proliferation, enables oncogenic transformation, and suppresses apoptosis; IGF-1R signaling has been implicated in tumorigenesis and metastasis."
"DRUG-000294"		"ok"	"Cladribine"	"2-CdA#2-Chloro-2-Deoxyadenosine#2-Chlorodeoxyadenosine#2CDA#CdA#Cladribina#Leustat#Leustatin#Leustatine#RWJ-26251"	"C1336"	"A purine nucleoside antimetabolite analogue. Cladribine triphosphate, a phosphorylated metabolite of cladribine, incorporates into DNA, resulting in single-strand breaks in DNA, depletion of nicotinamide adenine dinucleotide (NAD) and adenosine triphosphate (ATP), and apoptosis.  Because this agent is resistant to adenosine deaminase, an enzyme that inactivates some antineoplastic agents, it is selectively toxic to lymphocytes and monocytes which exhibit little deoxynucleotide deaminase activity. (NCI04)"
"DRUG-000035"		"ok"	"Clarithromycin"	"6-O-Methylerythromycin#Abbott-56268#Biaxin"	"C1054"	"A semisynthetic 14-membered ring macrolide antibiotic.  Clarithromycin binds to the 50S ribosomal subunit and inhibits RNA-dependent protein synthesis in susceptible organisms.  Clarithromycin has been shown to eradicate gastric MALT (mucosa-associated lymphoid tissue) lymphomas, presumably due to the eradication of tumorigenic Helicobacter pylori infection. This agent also acts as a biological response modulator, possibly inhibiting angiogenesis and tumor growth through alterations in growth factor expression. (NCI04)"
"DRUG-000036"		"ok"	"Clemastine"	"Agasten#Clemanil#Clemastine Fumarate#HS-592#Meclastin#Mecloprodin#Mecloprodine#Tavist#Xolamin"	"C61682"	
"DRUG-000037"		"ok"	"Clodronic Acid"	"Bonefos#CL2MDP#Clasteon#clodronate#Clodronate Disodium#Clodronic Acid Disodium Salt#Dichloromethylene Diphosphonate#Difosfonal#Loron#Mebonat#Ossiten"	"C61685"	"A first-generation bisphosphonate with anti-resorptive and anti-hypercalcemic activities. Clodronic acid adsorbs onto the surface of the hydroxyapatite crystals in bone matrix. Although the exact mechanism through which clodronic acid exerts its cytotoxic effect on osteoclasts has yet to be fully elucidated, this agent is metabolized intracellularly to a toxic beta-gamma-methylene analog of adenosine triphosphate (ATP), AppCCl2p. The ATP analog AppCCl2p competitively inhibits ADP/ATP translocase, thereby interfering with mitochondrial membrane potential and cellular energy metabolism. This may cause osteoclast apoptosis and, eventually, inhibiting osteoclast-mediated bone resorption."
"DRUG-000295"		"ok"	"Clofarabine"	"Clofarex#Clolar"	"C26638"	"A second generation purine nucleoside analog with antineoplastic activity. Clofarabine is phosphorylated intracellularly to the cytotoxic active 5'-triphosphate metabolite, which inhibits the enzymatic activities of ribonucleotide reductase and DNA polymerase, resulting in inhibition of DNA repair and synthesis of DNA and RNA. This nucleoside analog also disrupts mitochondrial function and membrane integrity, resulting in the release of pre-apoptotic factors, including cytochrome C and apoptotic-inducing factors, which activate apoptosis."
"DRUG-000038"		"ok"	"Clonazepam"		"C28935"	"A synthetic benzodiazepine derivative used for myotonic or atonic seizures, absence seizures, and photosensitive epilepsy, anticonvulsant Clonazepam appears to enhance gamma-aminobutyric acid receptor responses, although its mechanism of action is not clearly understood. It is seldom effective in generalized tonic-clonic or partial seizures. (NCI04)"
"DRUG-000039"		"ok"	"Clopidogrel"	"Clopidogrel Bisulfate#Clopidogrel HCl#Clopidogrel Hydrochloride#Plavix"	"C61686"	"A thienopyridine, with antiplatelet activity. Clopidogrel targets, irreversibly binds to and alters the platelet receptor for adenosine diphosphate (ADP), thereby blocking the binding of ADP to its receptor, inhibiting ADP-mediated activation of the glycoprotein complex GPIIb/IIIa, and inhibiting fibrinogen binding to platelets and platelet adhesion and aggregation. This results in increased bleeding time."
"DRUG-000296"		"ok"	"Cobimetinib"	"Cotellic#GDC-0973#MEK Inhibitor GDC-0973#XL518"	"C68923"	"An orally bioavailable small-molecule inhibitor of mitogen-activated protein kinase kinase 1 (MAP2K1 or MEK1), with potential antineoplastic activity. Cobimetinib specifically binds to and inhibits the catalytic activity of MEK1, resulting in inhibition of extracellular signal-related kinase 2 (ERK2) phosphorylation and activation and decreased tumor cell proliferation. Preclinical studies have demonstrated that this agent is effective in inhibiting the growth of tumor cells bearing a B-RAF mutation, which has been found to be associated with many tumor types. A threonine-tyrosine kinase and a key component of the RAS/RAF/MEK/ERK signaling pathway that is frequently activated in human tumors, MEK1 is required for the transmission of growth-promoting signals from numerous receptor tyrosine kinases."
